WormBaseID,ElasticNet_Coef
WBGene00001163,-0.2286254365
WBGene00001164,-0.2244612258
WBGene00001165,-0.2332720406
WBGene00001170,0.2370014657
WBGene00001171,0.0473969322
WBGene00001172,0.0326903799
WBGene00001175,0.5632145434
WBGene00001179,-0.136886832
WBGene00001182,-0.5842142687
WBGene00001184,0.0083979893
WBGene00001187,-0.1457560403
WBGene00001188,-0.5257425648
WBGene00001190,-0.0034380107
WBGene00001193,0.1722542439
WBGene00001204,0.0786628931
WBGene00001207,1.3626419715
WBGene00001210,0.0064380233
WBGene00001242,0.3517431031
WBGene00001245,0.0636260614
WBGene00001247,0.474068777
WBGene00001248,-0.0992124199
WBGene00001251,-0.0718377296
WBGene00001252,-0.1700396771
WBGene00001253,0.3546045548
WBGene00001328,-0.096087004
WBGene00001345,0.5871120179
WBGene00001365,0.1315799035
WBGene00001366,0.098484122
WBGene00001368,-0.2402929152
WBGene00001377,-0.3713864895
WBGene00001387,-0.7263518028
WBGene00001388,0.0118547858
WBGene00001389,0.2746505732
WBGene00001391,0.2939673158
WBGene00001392,-0.0581026193
WBGene00001397,-0.8299909044
WBGene00001399,-0.5474601563
WBGene00001400,0.0205178461
WBGene00001403,-0.0982973073
WBGene00001410,0.8311318972
WBGene00001414,-0.0468945504
WBGene00001425,-0.0984635022
WBGene00001428,0.0465820715
WBGene00001429,-0.5846988432
WBGene00001432,-0.829837844
WBGene00001433,-0.1287496268
WBGene00001435,-0.2449430752
WBGene00001437,0.4331306355
WBGene00001438,0.3253608609
WBGene00001440,0.1993829262
WBGene00001441,0.0661379076
WBGene00001442,0.1785733122
WBGene00001445,-0.2766081738
WBGene00001446,0.6664682908
WBGene00001450,-0.5366637324
WBGene00001452,0.4297448127
WBGene00001454,-0.738425663
WBGene00001455,0.3999441881
WBGene00001456,-0.3694509946
WBGene00001457,0.5489844385
WBGene00001458,-0.1390075122
WBGene00001460,-0.1471526327
WBGene00001461,0.791065898
WBGene00001462,0.1384654075
WBGene00001463,0.1045557649
WBGene00001464,-0.1235910452
WBGene00001475,-0.1983866005
WBGene00001476,-0.2679329526
WBGene00001477,0.8532220102
WBGene00001478,1.041104634
WBGene00001479,0.043238868
WBGene00001480,0.0265942748
WBGene00001484,-0.5667774063
WBGene00001486,0.0070279069
WBGene00001487,0.2754223431
WBGene00001490,0.6410060536
WBGene00001493,0.1301044292
WBGene00001494,0.0351347588
WBGene00001495,-0.3244690729
WBGene00001505,-0.2052633948
WBGene00001506,0.1278070232
WBGene00001507,0.1925135886
WBGene00001508,-0.2934698733
WBGene00001515,0.0649986699
WBGene00001516,0.1936431059
WBGene00001518,-0.2195317079
WBGene00001523,-0.3597829164
WBGene00001535,0.1924127615
WBGene00001537,-0.4563411104
WBGene00001538,-0.0601650313
WBGene00001541,-0.416806653
WBGene00001546,-0.5787368458
WBGene00001547,0.025628026
WBGene00001548,-0.0176518091
WBGene00001556,-0.0653975762
WBGene00001557,-0.2593545032
WBGene00001571,-0.093666138
WBGene00001572,-0.9124803459
WBGene00001577,0.2587426803
WBGene00001578,-0.1022508061
WBGene00001583,0.1202468625
WBGene00001585,0.0174752732
WBGene00001586,0.105499393
WBGene00001590,-0.0139322846
WBGene00001592,-0.326694601
WBGene00001594,0.3249468877
WBGene00001612,0.0832923059
WBGene00001613,-0.0802381918
WBGene00001615,0.474580325
WBGene00001616,-0.0098928613
WBGene00001617,-0.4465567985
WBGene00001622,-0.2381274913
WBGene00001631,0.0896423871
WBGene00001637,-0.7286182561
WBGene00001639,1.0553657943
WBGene00001644,0.0879519687
WBGene00001647,-0.1077833816
WBGene00001650,-0.1055112631
WBGene00001663,0.0091857587
WBGene00001665,0.50466396
WBGene00001669,-0.4229617739
WBGene00001674,-0.3765815814
WBGene00001683,-0.093204574
WBGene00001687,-0.012792975
WBGene00001692,-0.5328167298
WBGene00001693,-0.4103998781
WBGene00001694,-0.8029639435
WBGene00001699,-0.4856311874
WBGene00001701,-0.0126469943
WBGene00001702,-0.5918035737
WBGene00001703,0.2770343589
WBGene00001706,-0.0092948865
WBGene00001709,-0.2562017451
WBGene00001713,-0.7019656945
WBGene00001714,0.0703249665
WBGene00001716,-0.2112447657
WBGene00001718,0.3614269819
WBGene00001723,0.0516000845
WBGene00001725,-0.0091568095
WBGene00001726,0.16839575
WBGene00001730,0.3142254668
WBGene00001731,-0.1550848104
WBGene00001734,-0.0101743249
WBGene00001736,0.5850892625
WBGene00001740,0.0173369904
WBGene00001745,-0.1718562566
WBGene00001751,-0.0568090268
WBGene00001754,-0.0808131471
WBGene00001756,0.0953189047
WBGene00001758,-1.5060308053
WBGene00001762,-0.1291637621
WBGene00001763,-0.2816061178
WBGene00001768,0.044427247
WBGene00001769,0.6013341558
WBGene00001770,0.1308801682
WBGene00001774,0.1851001191
WBGene00001775,-0.4594532455
WBGene00001776,-0.1519829867
WBGene00001781,-0.5390551717
WBGene00001783,-0.5112278003
WBGene00001784,-0.165450209
WBGene00001786,-1.0421961637
WBGene00001789,-0.5568328451
WBGene00001790,-0.6125163021
WBGene00001791,-0.4278964161
WBGene00001796,0.3750021853
WBGene00001808,-0.0898245946
WBGene00001811,0.1290922439
WBGene00001816,0.0303542822
WBGene00001820,-0.2198997181
WBGene00001823,-0.1018198858
WBGene00001824,0.1276025014
WBGene00001829,-0.094264556
WBGene00001841,1.0153649337
WBGene00001843,-0.3185001953
WBGene00001844,-0.2841701061
WBGene00001854,0.1593249405
WBGene00001863,-0.289789251
WBGene00001865,-0.0804641685
WBGene00001876,-0.0253136136
WBGene00001877,-0.1318858532
WBGene00001879,-0.0163228534
WBGene00001880,-0.1007042216
WBGene00001881,-0.1607548403
WBGene00001882,-0.0155714415
WBGene00001887,-1.1098628839
WBGene00001888,-0.6391348154
WBGene00001889,-0.1182689548
WBGene00001890,-0.4219698031
WBGene00001891,-0.0013337047
WBGene00001892,-0.0007033014
WBGene00001898,0.6106423979
WBGene00001904,0.0153496303
WBGene00001905,0.2671762169
WBGene00001906,-0.2178629287
WBGene00001910,0.6656292617
WBGene00001912,0.1793271934
WBGene00001914,-0.0017634792
WBGene00001919,0.0408520488
WBGene00001922,0.1157639539
WBGene00001923,0.0967482874
WBGene00001924,0.5783478124
WBGene00001925,-0.0083215837
WBGene00001926,-0.0451837353
WBGene00001931,-0.2092668081
WBGene00001932,-0.4729347052
WBGene00001933,-0.0419161426
WBGene00001934,0.1089415218
WBGene00001936,0.1479594657
WBGene00001937,-0.2871113075
WBGene00001938,0.0925145179
WBGene00001942,-0.3333713026
WBGene00001944,-0.1103124885
WBGene00001948,-0.3122018534
WBGene00001949,-0.097847944
WBGene00001953,-0.0757676524
WBGene00001957,0.0344778236
WBGene00001958,-0.1300355255
WBGene00001960,-0.1514633195
WBGene00001963,0.9817638243
WBGene00001976,0.6993061287
WBGene00001981,-0.1042723202
WBGene00001990,0.388130426
WBGene00001991,-0.1818467741
WBGene00001993,-0.0192618655
WBGene00001995,0.1850520266
WBGene00002011,0.160341167
WBGene00002013,0.1416625441
WBGene00002015,0.0361503966
WBGene00002016,0.0157362703
WBGene00002018,0.2506008121
WBGene00002019,0.3935948091
WBGene00002023,-0.0896959641
WBGene00002026,0.3832817376
WBGene00002028,-0.3674307837
WBGene00002029,-0.1318529488
WBGene00002030,0.2940341082
WBGene00002031,0.1582452268
WBGene00002033,0.0665376204
WBGene00002037,-0.3270346647
WBGene00002039,-0.3207956586
WBGene00002041,-0.3305548356
WBGene00002044,-0.0077050382
WBGene00002048,0.0838718698
WBGene00002055,-0.6724823996
WBGene00002057,0.328646877
WBGene00002058,0.5474004256
WBGene00002063,-0.1373013342
WBGene00002067,0.3089144793
WBGene00002084,0.0006781897
WBGene00002087,0.0703668258
WBGene00002089,0.3519228113
WBGene00002090,0.2079556311
WBGene00002093,0.4705453027
WBGene00002094,0.7906811929
WBGene00002099,-0.008331803
WBGene00002102,0.3432556575
WBGene00002106,-0.0806288393
WBGene00002107,-0.3548667994
WBGene00002109,0.299551512
WBGene00002110,-0.3296886593
WBGene00002112,-0.2443479396
WBGene00002113,0.2787420651
WBGene00002116,-0.2111290182
WBGene00002117,-0.0687522588
WBGene00002118,-0.0707840861
WBGene00002123,-0.4522627128
WBGene00002124,-0.1151270989
WBGene00002125,-0.7843531283
WBGene00002128,-0.1350319648
WBGene00002131,0.2630592512
WBGene00002137,0.2809179293
WBGene00002138,0.2246701312
WBGene00002139,-0.2094791605
WBGene00002141,0.523756588
WBGene00002151,-0.4282396942
WBGene00002163,-0.0702582602
WBGene00002173,-0.1503862269
WBGene00002175,0.010176003
WBGene00002176,-0.2954351224
WBGene00002177,0.2876332154
WBGene00002179,0.1745027045
WBGene00002180,0.1444857487
WBGene00002184,0.3645943461
WBGene00002188,0.7959708923
WBGene00002193,0.0891253341
WBGene00002194,0.0684248074
WBGene00002199,-0.3531129361
WBGene00002200,-0.0234573765
WBGene00002204,-0.1608910545
WBGene00002206,0.0726861184
WBGene00002212,-0.1656290744
WBGene00002213,0.0882674303
WBGene00002218,0.1895629384
WBGene00002222,-0.3756894613
WBGene00002227,-0.7318639694
WBGene00002233,-0.0305826425
WBGene00002243,-0.454164669
WBGene00002246,-0.3518190802
WBGene00002247,0.06218596
WBGene00002248,-0.4887762477
WBGene00002252,0.7594207758
WBGene00002257,-0.5244783097
WBGene00002259,-0.7533333041
WBGene00002260,-0.3088653896
WBGene00002273,-0.1361884016
WBGene00002285,-0.2163604668
WBGene00002295,-0.2742316126
WBGene00002297,-0.0205829078
WBGene00002324,0.025914335
WBGene00002348,0.0676677936
WBGene00002368,-0.0712584374
WBGene00002632,-0.0145489485
WBGene00002827,-0.0915325127
WBGene00002881,-0.2504884534
WBGene00002915,-0.0188689209
WBGene00002974,-0.0222762641
WBGene00002975,-0.2603771446
WBGene00002976,0.4248920456
WBGene00002983,-0.6384230664
WBGene00002988,0.0460077058
WBGene00002990,0.2208397931
WBGene00002991,0.0585165027
WBGene00002992,-0.0768394351
WBGene00002996,0.2539891211
WBGene00002997,0.4224215082
WBGene00003000,0.1324331735
WBGene00003003,-0.2611167207
WBGene00003007,0.3541582424
WBGene00003011,-0.010262991
WBGene00003015,-1.1367348482
WBGene00003018,-0.0719460324
WBGene00003019,0.3966355745
WBGene00003024,0.1266540534
WBGene00003029,0.2837040245
WBGene00003031,-0.0191396301
WBGene00003033,0.7979301171
WBGene00003037,0.0235138534
WBGene00003044,0.0389867649
WBGene00003045,-0.0601585439
WBGene00003046,0.4135290016
WBGene00003057,-0.17587718
WBGene00003066,-0.002088365
WBGene00003067,-0.0938997153
WBGene00003080,-0.0055937809
WBGene00003084,0.10385161
WBGene00003089,-0.4709246763
WBGene00003091,-0.3557647556
WBGene00003092,0.3293467571
WBGene00003093,-0.046807732
WBGene00003094,0.0421065791
WBGene00003095,-0.0951725125
WBGene00003099,-0.4058447381
WBGene00003100,-0.2387577559
WBGene00003102,0.089435985
WBGene00003107,-0.5845417939
WBGene00003124,-0.7574054675
WBGene00003134,0.0600773878
WBGene00003143,0.332571181
WBGene00003163,-0.3176125219
WBGene00003165,0.0223253342
WBGene00003167,0.1146171122
WBGene00003168,0.2368319484
WBGene00003169,-0.5910975384
WBGene00003171,-0.367625341
WBGene00003174,0.1476604306
WBGene00003175,-0.3781888701
WBGene00003178,-0.2208289997
WBGene00003179,-0.6186160689
WBGene00003216,-0.2090920167
WBGene00003222,-0.0421500729
WBGene00003224,-0.054357262
WBGene00003228,-0.0064541767
WBGene00003235,-0.0473678478
WBGene00003236,0.1345746152
WBGene00003238,0.2705265506
WBGene00003245,0.6684466296
WBGene00003247,-0.1839891173
WBGene00003249,0.5458888458
WBGene00003252,0.2192245066
WBGene00003258,0.0486361468
WBGene00003331,0.0208149366
WBGene00003368,-0.0421975059
WBGene00003370,-0.0021456209
WBGene00003374,-0.2416915475
WBGene00003376,0.1064227667
WBGene00003384,-0.1168076992
WBGene00003385,0.4673365589
WBGene00003387,0.3734331981
WBGene00003394,-0.3113668501
WBGene00003395,-0.1580443752
WBGene00003400,-0.0876083867
WBGene00003402,-0.0028822782
WBGene00003404,-0.2029602154
WBGene00003405,-0.0029596045
WBGene00003407,-0.1122955687
WBGene00003409,-0.001130276
WBGene00003414,0.0450439732
WBGene00003426,-0.3591925639
WBGene00003429,-0.2048378565
WBGene00003432,-0.1665175001
WBGene00003434,0.0849235028
WBGene00003442,-0.0509214872
WBGene00003444,-0.1732084684
WBGene00003446,-0.2285928917
WBGene00003448,-0.1305415531
WBGene00003452,0.0068637502
WBGene00003460,0.4932122611
WBGene00003465,-0.046574124
WBGene00003466,-0.6563853234
WBGene00003469,-0.1682068767
WBGene00003473,0.5807075546
WBGene00003474,0.4813930445
WBGene00003477,0.1371239861
WBGene00003480,0.3815144033
WBGene00003482,-0.5132301303
WBGene00003485,-0.3252390355
WBGene00003499,-0.1008714164
WBGene00003511,-0.2507630136
WBGene00003514,0.3550991508
WBGene00003515,-0.4246968827
WBGene00003516,0.5476949116
WBGene00003517,0.1868478387
WBGene00003518,0.211340732
WBGene00003519,0.2727062478
WBGene00003522,0.7863026898
WBGene00003524,0.7453456632
WBGene00003525,0.2864643719
WBGene00003526,-0.0702289201
WBGene00003527,-0.098228669
WBGene00003533,0.2615799695
WBGene00003534,-0.0536364615
WBGene00003540,-0.1437288488
WBGene00003542,-0.3275879775
WBGene00003546,0.2393145242
WBGene00003548,-0.6086643529
WBGene00003551,0.0066456551
WBGene00003552,-0.3673857117
WBGene00003553,-0.1746757983
WBGene00003555,0.420186016
WBGene00003558,0.5896454042
WBGene00003562,0.5232781504
WBGene00003566,0.1940659141
WBGene00003567,0.4005044419
WBGene00003569,0.1676637427
WBGene00003572,0.3294357654
WBGene00003573,-0.2016570427
WBGene00003578,0.1371862582
WBGene00003580,0.2796288008
WBGene00003585,0.1830228826
WBGene00003590,0.2090096574
WBGene00003591,0.5283052395
WBGene00003595,-0.07721604
WBGene00003597,0.2203751696
WBGene00003600,-0.1035439146
WBGene00003601,-0.1316354153
WBGene00003603,-0.3958150878
WBGene00003604,0.0046624848
WBGene00003605,0.2047705801
WBGene00003607,-0.5366441024
WBGene00003609,-0.0960629339
WBGene00003611,0.4428248961
WBGene00003612,0.1471913882
WBGene00003614,-0.4744994267
WBGene00003615,0.1654642894
WBGene00003621,-0.1150044108
WBGene00003622,-0.2051636142
WBGene00003623,0.4219235254
WBGene00003625,-0.2457088536
WBGene00003630,-0.2223936912
WBGene00003632,-0.2670823399
WBGene00003633,0.2890940689
WBGene00003637,-0.0509230704
WBGene00003640,-0.0030378364
WBGene00003643,-0.0461211563
WBGene00003644,0.2233764289
WBGene00003645,0.176105557
WBGene00003646,-0.1937258132
WBGene00003647,-0.071105266
WBGene00003649,-0.1646859937
WBGene00003651,0.4643868536
WBGene00003652,0.8289608795
WBGene00003654,0.0549817664
WBGene00003658,-0.2945562979
WBGene00003663,-0.0512391266
WBGene00003664,-0.2314873035
WBGene00003668,0.5371552566
WBGene00003669,0.0097521796
WBGene00003674,0.1596017014
WBGene00003677,-0.1784623916
WBGene00003678,0.3836206068
WBGene00003681,0.2835970392
WBGene00003684,0.0842715387
WBGene00003686,0.5963883985
WBGene00003687,0.0356971579
WBGene00003690,0.0142227345
WBGene00003691,-0.1891512492
WBGene00003692,0.0062656233
WBGene00003693,-0.2348500697
WBGene00003694,-0.7613143016
WBGene00003695,0.0810337832
WBGene00003696,0.3155375032
WBGene00003697,-0.1258799159
WBGene00003698,0.3075367993
WBGene00003700,0.0438371424
WBGene00003702,0.0339334069
WBGene00003704,-0.5415343147
WBGene00003706,0.6070903466
WBGene00003707,0.0184082145
WBGene00003709,0.6359318692
WBGene00003710,-0.0527508308
WBGene00003711,-1.2833006408
WBGene00003715,0.3023186733
WBGene00003716,0.4809653798
WBGene00003717,-0.5020593812
WBGene00003718,0.289651841
WBGene00003720,-0.1014713351
WBGene00003721,-0.7566463465
WBGene00003722,-0.5629933678
WBGene00003723,0.3516842135
WBGene00003724,-0.0602126317
WBGene00003725,-0.1340527927
WBGene00003727,-0.108292819
WBGene00003729,-0.0880615803
WBGene00003731,-0.4090951376
WBGene00003736,0.169247058
WBGene00003745,-0.424344142
WBGene00003746,0.1576695527
WBGene00003747,0.5076256881
WBGene00003750,-0.7153977258
WBGene00003751,0.574426445
WBGene00003752,0.0112005043
WBGene00003753,0.6819663708
WBGene00003754,0.4605466421
WBGene00003756,0.2471443942
WBGene00003758,-0.0301175057
WBGene00003759,0.6194541787
WBGene00003762,-1.3600620591
WBGene00003763,-0.3450874248
WBGene00003764,0.0464576559
WBGene00003765,-0.1471744136
WBGene00003766,-0.3573641363
WBGene00003767,-0.1561447251
WBGene00003768,0.2763278463
WBGene00003769,0.1214871627
WBGene00003771,-0.1486402555
WBGene00003772,-0.3038063248
WBGene00003774,0.2334810295
WBGene00003778,-0.3659195711
WBGene00003779,-0.2014696889
WBGene00003784,-0.1366847943
WBGene00003816,-0.293982635
WBGene00003837,0.5511030719
WBGene00003839,0.2572045537
WBGene00003842,-0.3088971444
WBGene00003843,-0.7138375561
WBGene00003846,-0.105315156
WBGene00003847,-0.553521439
WBGene00003850,0.9132348819
WBGene00003860,0.0384437316
WBGene00003861,-0.3101027639
WBGene00003876,-0.4705682992
WBGene00003877,0.4342976613
WBGene00003878,0.1298448885
WBGene00003879,0.9273708667
WBGene00003883,0.224723635
WBGene00003884,0.0405283335
WBGene00003885,0.4359757625
WBGene00003886,-0.0171924925
WBGene00003887,0.7372031168
